Title,Company,Job Type,Location,Link
Real Estate Sales Representative,The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Administrative Assistant,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
Landscape Architect,Criteria Design Group -,Full TimePart TimeFreelance / ProjectOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Criteria-Design-Group-Egypt-23911
0 experience Real Estate Sales,The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Business Development Specialist,Confidential -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lipton-Egypt-125732
Operations Officer - New Cairo,VFS Global Egypt -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-7863
"Officer, Programs",ESLSCA University -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Eslsca-Egypt-7498
Product Specialist,Confidential -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1WjieMfY8axF-Product-Specialist-Cairo-Egypt
Electrician,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
Social Media Specialist,Tasees for Academic Qualification  -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tasees for Academic Qualification-Egypt-87004
Supply Chain Manager,Hamza Group -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hamza-Group-Egypt-38289
Sr. Agriculture Engineer - English Speaking,Royal Herbs  -,Full TimeOn-site,"Bahariya Oasis, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Royal-Herbs--Egypt-14828
Laboratory Technician,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
Senior Flutter Developer (On-site),Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZbBZrWQesItU-Senior-Flutter-Developer-On-site-Cairo-Egypt
Sales Executives - Tech Training Sector,CLS Learning Solutions -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CLS-Learning-Solutions-Egypt-31930
Warehouse Manager,Seoudi Supermarket -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038
Real Estate Sales Property Advisor,The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Spare Parts Stock Controller,GB Corp -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362
Warehouse Specialist,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
Logistics Specialist,VIVO -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VIVO-Egypt-75087
Architect - Working Drawings,Criteria Design Group -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Criteria-Design-Group-Egypt-23911
Business Process improvement Analyst ( process optimization ),Egyptian Company for Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-For-Cosmetics-Egypt-11636
IT Help Desk,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
Senior Accountant,Sigma for Imp & Exp & Opera hearing Solutions -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sigma-for-Import-and-Export--Egypt-7013
Visual Merchandiser,latoya club -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/latoya-club-Egypt-75767
Human Resources Generalist - Remotely,Confidential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Jltpx5ByfrsV-Human-Resources-Generalist---Remotely-Cairo-Egypt
Civil site engineer,Zayed Company For Contracting -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Zayed-Company-For-Contracting-Egypt-43561
Digital Marketing Executive,Deraya -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Deraya-Egypt-6956
Import Specialist,Sunshine For Logistic Service s  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sunshine For Logistic Services-Egypt-112254
Building Coordinator,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
Process Analyst,Egyptian Company for Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-For-Cosmetics-Egypt-11636
Senior Media Buyer,Vida Stone Developments  -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Vida Stone Developments-Egypt-125809
Real Estate Sales ( Fresh & Experienced ),Addreic -,Full TimeOn-site,"Madinaty, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Addreic-Egypt-125283
Business Process Improvement and Analyst,Egyptian Company for Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-For-Cosmetics-Egypt-11636
Transportation supervisor,AIU -,Full TimeOn-site,"Alamein, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dean-of-Computer-Science-College-Egypt-63431
General Accountant,Arcelormittal Egypt -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arcelormittal-Egypt-Egypt-72987
Sales Account Manager (HORECA),Apexos Group -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Apexos-Group-Egypt-42461
Senior Marketing Specialist,Apexos Group -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Apexos-Group-Egypt-42461
Business Development Manager,Essence Adverts -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Digital-Essence-Egypt-8061
Telesales Representative / Fluent English Speakers /Cairo Residents,Premium Ranks -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Premium-Ranks-Egypt-34795
Sales Team Leader- Real Estate,Addreic -,Full TimeOn-site,"Madinaty, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Addreic-Egypt-125283
Lifestyle Manager - Junior,Quintessentially Egypt [Global Lifestyles SAE] -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Quintessentially-Egypt--Global-Lifestyles-SAE--Egypt-3105
Media Buyer,Landmarks consulting solutions CO  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-94982
UPS Pre-Sales Engineer,Capital Guard -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Capital Guard-Egypt-93485
Senior Cost Accountant,El Banna Group Company -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317
R&D Assistant,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QMsXh0yT4fX6-RD-Assistant-Giza-Egypt
Financial Accountant,Altajamouat Investment Egypt -,Full TimeOn-site,"Agouza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Altajamouat-Investment-Egypt-Egypt-33669
Regulatory Affairs Supervisor,Ghezaa Company -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ghezaa-Company-Egypt-72040
Branding Designer,Exco Egypt -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104843
Planning Engineer,InsuTech  -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Contact-Group-Egypt-3131
Cooling Engineer,Farm Fresh -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Farm-Fresh-Egypt-38563
UIUX Designer,Exco Egypt -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104843
Business Analyst,Expert Apps -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Expert-Apps-Egypt-50784
Accounting Manager,El Banna Group Company -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317
Software Developer .NET (Backoffice / Backend),CompactSoft International  -,Full TimePart TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CompactSoft-Egypt-27512
Software Sales Account Manager - ERP SYSTEMS,CompactSoft International  -,Full TimePart TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CompactSoft-Egypt-27512
Customer Support Representative - Commerce ( Accounting ),CompactSoft International  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CompactSoft-Egypt-27512
Senior UI/UX Designer,Expert Apps -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Expert-Apps-Egypt-50784
Procurement Pharmacist,Pharco Corporation -,Full TimeOn-site,"Ameria, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Amriya-Pharmaceutical-Industries-Egypt-18834
Customer Success Specialist,Giza Seeds and Herbs -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Giza-Seeds-and-Herbs-Egypt-80211
Accounts Payable Specialist,ecoSAS International -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ecoSAS International-Egypt-126159
Personnel Specialist,EGEC -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EGEC-Egypt-19486
Accounting Manager,ecoSAS International -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ecoSAS International-Egypt-126159
HSE Engineer,Lecico Egypt -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lecico-Egypt-Egypt-14389
Presales Security Engineer,MOBILY INFOTECH LTD INDIA -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/careers-mobilyinfotech-in-111215
Senior Talent Acquisition Specialist.,51 Talk -,Full TimeOn-site,"Amman, Jordan",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/51talk-com-Egypt-109762
HR Specialist,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eiE8MpJr5aju-HR-Specialist-Cairo-Egypt
Product Support Analyst,Talkpush -,Full TimeRemote,"Hong Kong, Hong Kong",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Talkpush-Chile-126153
Office Coordinator,Michigan Prime Shine -,Full TimeRemote,"Austin, United States",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Michigan Prime Shine-United States-126151
Telesales Representative,"Launch Pad Travel ,LLC -",Full TimeOn-site,"6th of October, Giza, Egypt","https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Launch Pad Travel ,LLC-Egypt-121997"
Motion Graphic Designer,DigiMora -,Full TimeRemote,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125343
Civil Site Engineer,Infinity Contracting  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Infinity Contracting-Egypt-87452
Architect Technical office Engineer,Infinity Contracting  -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Infinity Contracting-Egypt-87452
HR and admin manager,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5Tc1u1Vr1AW1-HR-and-admin-manager-Giza-Egypt
Graphic Designer,Achilles -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Achilles-Egypt-98857
Head of Business & Market Entry,The German-Arab Chamber of Industry and Commerce  -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The German-Arab Chamber of Industry and Commerce-Egypt-119161
Full-Stack Developer (Next.js & NestJS),Holix -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EButler-Egypt-51167
Sales Engineer,Scope IMS -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Scope-IMS-Egypt-70733
Marketing Manager,NGM-Media -,Full TimeRemote,"Berlin, Germany",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NGM-Media-Germany-126145
Sales Advisor,ICC -,Full TimeHybrid,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ICC-Egypt-126144
Recruitment Specialist,Quantanite -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Quantanite-South Africa-124144
Customer Service Associate - French Speaker,Quantanite -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Quantanite-South Africa-124144
Customer Service Associate - German Speaker,Quantanite -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Quantanite-South Africa-124144
Technical Office Engineer,Pricon -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Pricon-Egypt-70846
Telesales Agent - Etisalat UAE (B2 English),Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Junior Accountant/ Accountant - Alexandria (Onsite) or Other near cities (Remote),Boston Federal Financial -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Gleam-Bridge-Consulting-Egypt-52946
Customer service- English,Intouch CX  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363
Head of Sales,Khales -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Khales-Egypt-52822
HR Specialist,AL SALMANYA -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-115373
Senior VB6 Developer,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iUwIpNKUFAWE-Senior-VB6-Developer-Cairo-Egypt
B2B Sales Engineer,Style Design -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Style Design-Egypt-126139
Odoo Developer,Alfa Software -,Full TimeOn-site,"Hurghada, Red Sea, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alfa Software-Egypt-125840
Architectural Technical Office Engineer,EG Master -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EG-Master-Egypt-53846
Sales & Business Development Executive,DigiMora -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125343
Sales Representative,Qpol fawry -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Qpol fawry-Egypt-126047
Senior Database Developer,Confidential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ODOREvshPsvc-Senior-Database-Developer-Cairo-Egypt
"e&UAE(B2 English speakers) Corporate English account,graduates",Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Purchasing Officer,Raghaeb for managing restaurants (ABU TAREK KUSHARI) -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Raghaeb-for-managing-restaurants--ABU-TAREK-KUSHARI--Egypt-96991
Maintenance Manager,Zschimmer & Schwarz Egypt Chemicals  -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Zschimmer & Schwarz Egypt Chemicals-Egypt-115520
Digital Learning Quality Head,Nahdet Misr Publishing Group -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272
Call Center Agent,Qpol fawry -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Qpol fawry-Egypt-126047
Math Teacher ( In Arabic),Monglish Academy -,Freelance / ProjectRemote,"San Stefano, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Licensed Ophthalmologist,Alkhaleej Medical Center -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alkhaleej Medical Center-Saudi Arabia-125740
Business Development Manager (Agriculture),Mozare3 -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mozare3-Egypt-64280
Key Account Sales Specialist - Alexandria,Unioil -,Full TimeHybrid,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Unioil-Egypt-36568
Sales & Specification Engineer,TradeLink -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/TradeLink-Egypt-65473
Head of Planning,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Melco-Mec-Egypt-for-Elevators---Escalators---Mitsubishi-Egypt-4423
OD & Talent Acquisition Section Head,Confidential -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Ik5tmRprsE2n-OD-Talent-Acquisition-Section-Head-Giza-Egypt
Property Advisor / Real Estate,Winvestor Develpments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Winvestor-Develpments-Egypt-119159
Receptionist,Winvestor Develpments -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Winvestor-Develpments-Egypt-119159
Course Consultant,51 Talk -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/51talk-com-Egypt-109762
Accountant,PDC CRO -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/PDC-CRO-Egypt-88417
Branch Customer Service Sr. Executive,Mountain View -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Confidential-Egypt-46967
Junior Mechanical Engineer,valves engineering company -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/valves-engineering-company-Egypt-72807
HR Manager,WUZZUF -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061
Data Analysis Manager,WUZZUF -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061
Sales Engineer,Impex Trading -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Impex Trading-Egypt-126138
Head Of Operations,tasahel -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/tasahel-Egypt-89306
Project Sales Engineer,Terra Egypt -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Terra-Egypt-Egypt-11373
IT Senior Network Engineer,SODIC Clubs  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SODIC Clubs-Egypt-120939
Sales Engineer,Deeb Engineering Industries -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Deeb-Engineering-Industries-Egypt-42880
Beauty Advisor Supervisor,Ibn Sina Pharma -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ibn-Sina-Pharma-Egypt-7249
